IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP113
6702;Москва, Магазин Лепнина (ИП Новиков Р.В.) ;"Московская обл., Мытищи,  ул. Коммунистическая, д. 25 ""Г"", кор. 9, пав. 1";рынок Тракт Терминал;;ИП Новиков Р.В.;Магазин Лепнина;"+7 (926) 138-76-87; +7 (925) 509-45-11";info@lepnoydom.ru;3109
6706;Ашхабад, Магазин Ussat (ЧП Чарлиев И.Е.) ;10-й ыллык Абаданчылык, д. 128, 1-й этаж;;;Частный предприниматель Чарлиев И.Е.;Магазин Ussat;"99365609066; 99366402204; 99312483104";juma6868@mail.ru;6705
6716;"Бишкек, Салон отделочных материаллов &quot;ПРЕМЬЕРА&quot; (ОсОО &quot;ЕвоТек&quot;) ";ул. Льва Толстого, 36к, второй этаж, бутик Г-3;Торговый центр;;"ОсОО ""ЕвоТек""";"Салон отделочных материаллов ""ПРЕМЬЕРА""";"996556775075; 996700775075";sales1@premiera.kg;6714
6717;"Ош, Магазин «Interio»  (ОсОО &quot;Дом света&quot;) ";ул. Шакирова, д. 108А; ТД «Ош Таатан»;;«Interio»;Магазин «Interio»;996559119766;zhunusov.elmar@gmail.com;6715
6718;Тамбов, Парад Цвета ;улица Агапкина, д. 14;;;Парад Цвета;Парад Цвета;9629939739;;3211
6719;"Актау, Салон &quot;Гармония&quot; (ИП Булкаев) ";мкр.17, д.7, офис 102, 1 этаж;ЖК Грин Парк;;ИП Булкаев;"Салон ""Гармония""";"7292332152; 7011486856";zakaz@evp.kz;3687
6720;Актобе, Дизайн студия Реал Декор (ИП Мамбеталина К.Б.) ;пр.Санкибай батыра, д.74/4 (1 этаж);;;ИП Мамбеталина К.Б.;Дизайн студия Реал Декор;7752504222;region1@premiera.kz;3691
6725;"Атырау, Интерьер студия &quot;Real Decor&quot; (ИП Мамбеталина К.Б.) ";ул. Курмангазы, д.72, 1 этаж;"ТД ""Рамазан""";;ИП Мамбеталина К.Б.;"Интерьер студия ""Real Decor""";7022104222;region1@premiera.kz;6325
6727;Караганда, Arte Italiano (ИП Жусупбекова) ;ул.Бухар-жырау, д.92/2 (Опарт отель, вход с торца здания), офис 12;Опарт Отель;"возле магазина ""Город Таир""";ИП Жусупбекова;Arte Italiano;"7017818680; 7071100081; 7212506199";region2@premiera.kz;3347
6730;Кызылорда, Дизайн интерьер City (ИП Кутыбаева) ;ул.М.Шокая, д.33А, 2 этаж, пав.4,6;"ТД ""Мегастрой""";;ИП Кутыбаева;Дизайн интерьер City;7051461950;region1@premiera.kz;6728
6732;"Шымкент, салон &quot;Remart Home&quot; (ИП Кудинов) ";ул.Мадели Кожа, д.35;;;ИП Кудинов;"салон ""Remart Home""";"7012952991; 7018404009";region1@premiera.kz;3312
6748;"Махачкала, ИП Шихрагимова М.Д., Магазин &quot;Центр лепнины &quot;Барокко&quot; ";пр. Амет-хана Султана, 17;;Проспект Амет-хана Султана, напротив АЗС PULSAR;ИП Шихрагимова Марина Дарвиновна;"Магазин ""Центр лепнины ""Барокко""";;barokko05@yandex.ru;6265
6752;"Элиста, Салон-магазин &quot;Мир обоев&quot; ";ул.Ю. Нейман, д.6 (этаж 1);Торговый дом;;ИП Железная Л.Н.;"Салон-магазин ""Мир обоев""";8472227880;stroyarsenal08@mail.ru;3431
6753;Волжский, «ИЗБА» (ООО «Все потолки») ;ул. Машиностроителей, 14а, 2 этаж;;;ООО «Все потолки»;«ИЗБА»;9270633462;azhukov@inbox.ru;3422
6774;Москва, Склад Европласт (с. Булатниково) ;Московская область, Ленинский район, с/п Булатниковское, с. Булатниково, ул. Центральная, дом №1В, стр. №10;;;"ООО ""Декор""";"Европласт ""Склад""";;;3109
6775;Москва, д.Черная Грязь  (ИП Буренкова Л.М.) ;д. Черная Грязь, Ленинградское ш., 13 км от МКАД, поворот на ПИКИНО;Строительный рынок  (верхние ряды), д.Черная Грязь;"запрвка ""НЕФТЬМАГИСТРАЛЬ""";ИП Буренкова Л.М.;"""Лепнина""";9672143346;cherngraz@gmail.com;3109
6777;Москва, г. Клин, Лепнина (ИП Буренкова Л.М.) ;г. Клин, 89 км Ленинградское шоссе, пав.15;рынок СтройСервис;;ИП Буренкова Л.М.;Лепнина;84993407941;klinlp@gmail.com;3109
6778;"Москва,  (ООО &quot;ПРОГРЕСС&quot;) ";проспект Маршала Жукова, д. 52, этаж 2;Торговый центр;;"ООО ""ПРОГРЕСС""";Торговый центр;"4952279595;  9154054478;";"2279595@gmail.com; svet.okna.info@gmail.com";3109
6779;"Кемерово, ГрандДекор (ООО &amp;quot;Гермес&amp;quot;) ";улица Черняховского, д. 3, этаж 1;Магазин;;"ООО ""Гермес""";ГрандДекор;"+7 (3842) 35-96-63; +7 (3842) 75-29-28";lepnina@granddekor.ru;3145
6780;"Астрахань, центр дизайна &amp;quot;DECOLE&amp;quot; (ООО &amp;quot;Деколе&amp;quot;) ";улица Адмиралтейская, д. 30, этаж 1 ;;;"ООО ""Деколе""";"центр дизайна ""DECOLE""";+7 (8512) 29-88-67;astra@decole.ru;3333
6792;"Новокузнецк, Интерьерный салон &quot;Модные обои&quot; (ООО &quot;СКД плюс&quot;) ";проспект Н.Ермакова, д. 30а, этаж 1;"ТПЦ ""Виктория""";;"ООО ""СКД плюс""";"салон ""Модные обои""";3843328020;novoboi@yandex.ru;3696
6794;"Новокузнецк, ПаркетА (ООО &quot;Арт-СК&quot; и ООО &quot;Арт-НК&quot;) ";проспект Н.Ермакова, д. 30а, этаж 1 (отдельный вход);"ТПЦ ""Виктория""";;"ООО ""Арт-СК"" и ООО ""Арт-НК""";"салон ""ПаркетА""";9511835717;oartushkina@gmail.com;3696
6802;"Ленинск-Кузнецкий, &quot;Derufa&quot; (ИП Попов Е.О.) ";проспект Кирова, д. 108, корпус А, этаж 1;торгово-отделочная компания;;ИП Попов Е.О.;Derufa;3845670007;popov_lk@mail.ru;6798
6803;Юрга, ДиоР (ИП Гоциридзе И.С.) ;улица  Московская, д. 21, этаж 1;салон-магазин;;ИП Гоциридзе И.С.;ДиоР;3845142503;dior987@mail.ru;6799
6804;Полысаево, Строитель (ИП Шахов С.В.) ;улица Крупской, д. 129, этаж 1;магазин;;ИП Шахов С.В.;Строитель;9236027717;stroitel_lk@mail.ru;6800
6805;"Анжеро-Судженск, &quot;Эконом-строй&quot; (ИП Головин С.В.) ";улица Горняцкая, д. 4, этаж 3;магазин;;ИП Головин С.В.;"""Эконом-строй""";3845364545;ira.golovina.83@mail.ru;6801
6806;"Москва, МФТК &quot;Каширский двор&quot; (Европласт) ";Каширское ш, д. 19, корп. 1, 2-й этаж, павильон 2-С90;"МФТК ""Каширский двор""";;"ООО ""Декор""";"Фирменный салон ""Европласт""";4956408851;kdvor@decor-evroplast.ru;3109
6813;Тамбов, Престиж Декор (ИП Куприна О.В.) ;улица Мичуринская, д. 87;;;ИП Куприна О.В.;Престиж Декор;4752-531717;;3211
6814;Тамбов, Престиж Декор (ИП Куприна О.В.) ;ул. Н.Вирты, 201 А;;;ИП Куприна О.В.;Престиж Декор;4752-511000;;3211
6825;"Тобольск, &quot;Строй Стиль&quot; (ИП Бакиев Р.Р.) ";"Ул.Семена Ремезова, 123, стр.2, корпус ""Стрела"", пав. №6 (1 этаж)";"ТЦ ""Ермак""";;ИП Бакиев Р.Р.;"""Строй Стиль""";9199468577;bakievaalla@mail.ru;3616
6834;"Арсеньев, салон &quot;салон Арс-Деко&quot; (ИП ИВАКИН И.В.) ";ул. Садовая, д. 23;Торговая точка (магазин);;ИП ИВАКИН И.В.;"салон ""Арс-Деко""";4236153194;ars-deco@bk.ru;6833
7117;"Саратов, ООО &quot;Дизайн-Паркет&quot; Клондайк ";улица Кутякова, д. 94, этаж 1;;Магазин находится на ул. Кутякова, между ул. Чапаева и ул. Рахова;ООО «Дизайн Паркет»;Клондайк;"9372255400; 9372250760";;3194
7645;Москва, В 42 (ИП КАЮМОВ А. А.) ;"Строительный двор ""Петровский"", Пав. В42,  9 km. Новорижского шоссе, в сторону Николо-Урюпино, Поздняково.";ТК Петровский;;ИП КАЮМОВ А. А.;В 42;"+7 (929) 950-61-19; +7 (926) 174-33-68";lepninav42@mail.ru;3109
12283;"Бишкек, Салон отделочных материаллов &quot;ПРЕМЬЕРА&quot; (ОсОО &quot;ЕвоТек&quot;) ";ул. Уметалиева, д. 84;Салон;Угол ул. Киевская;"ОсОО ""ЕвоТек""";"Салон отделочных материаллов ""ПРЕМЬЕРА""";"996770775075; 996312902502";sales1@premiera.kg;6714
14760;Тамбов, ИП Дудник И.П. ;улица Советская, д. 39;;;ИП Дудник И.П.;ИП Дудник И.П.;89106528893;;3211
23267;Екатеринбург, Салон Европласт-Екатеринбург (ИП Мельников М.Ю.) ;пер.Базовый, 47А, 1 этаж;Салон магазин в административном здании;"большой банер ""Лепнина Европласт"" просматривается от центрального входа в Леруа Мерлен";ИП Мельников М.Ю.;Салон Европласт-Екатеринбург;+7 (343) 346-32-13;info@evroplast-ekaterinburg.ru;3129
23588;Москва, пав. А-48 (ИП Меграбян) ;поселение Мосрентген, д.Дудкино, ул. Адмирала Корнилова, 1-й км, стр. 4;ТЦ Строймастер;;ИП Меграбян;пав. А-48;+7 (963) 698-99-98;vagram-mehrabyan@mail.ru;3109
24224;"Петропавловск-Камчатский, &amp;quot;Дизайн К Студия&amp;quot; (ИП Кривдина Е.П.) ";ул.Топоркова, 8/2 (цокольный этаж);Цокольный этаж жилого дома;"Девятиэтажное здание за РЦ ""Роллердром""";ИП Кривдина Е.П.;"""Дизайн К Студия""";"+7 (415) 222-83-49; +7 (909) 832-85-12";dk-studio@yandex.ru;24220
25945;Павлодар, Dream House (ТОО Dream House New) ;ул.Сатпаева, д.75, 1 этаж;;;ТОО Dream House New;Dream House;7472227787;region2@premiera.kz;6331
26967;"Омск, Центр современного интерьера и дизайна &amp;quot;Люксоро Интерьер&amp;quot; (ООО &amp;quot;Люксоро Интерьер&amp;quot;) ";улица Пушкина, д. 137 (1 этаж);"Торговая галерея ""Сибирская пирамида""";;"ООО ""Люксоро Интерьер""";"Центр современного интерьера и дизайна ""Люксоро Интерьер""";+7 (3812) 24-63-37;info@luxorointerior.com;3172
27546;"Москва,  г. Красногорск, Отдел: Стройматериалы (ООО &quot;Декор&quot;) ";г. Красногорск, ул. Международная, д.6 (66 км МКАД), 2й этаж;"ТК ""Твой Дом""";"Напротив ТК ""Крокус Сити Молл""";"ООО ""Декор""";Отдел: Стройматериалы;;;3109
27547;"Московская обл, Ленинский р-н, пос. Совхоза им. Ленина (ООО &quot;Декор&quot;) ";Московская обл., Ленинский р-н, пос. Совхоза им. Ленина (24 км МКАД), д. 2, этаж 1, Отдел: Стройматериалы;"ТК ""Твой Дом""";"Напротив ТК ""Вегас""";"ООО ""Декор""";Отдел: Стройматериалы;;;3109
27551;"Мытищи, Отдел: Стройматериалы (ООО &quot;Декор&quot;) ";Городской округ Мытищи, Осташковское ш., вл. 2, стр. 1 (91 км МКАД), 2 этаж;"ТК ""Твой Дом""";Напротив Леруа Мерлен;"ООО ""Декор""";Отдел: Стройматериалы;;;3109
27554;"Московская область, Красногорский район, Михалково дер., Отдел: Стройматериалы (ООО &quot;Декор&quot;) ";Красногорский район, Михалково дер., Новорижское ш., стр.1 (этаж 2);"ТК ""Твой Дом""";Мэйджор Сити;"ООО ""Декор""";Отдел: Стройматериалы;;;3109
27797;"Казань, ул.Адоратского, 3 (ООО &quot;Европласт Декор&quot;) ";ул. Адоратского, д.3, 1 этаж;;;"ООО ""Европласт Декор""";Европласт Декор;"8435220454; 9874101414";5220454@mail.ru;3260
27798;"Казань, ул. Аделя Кутуя, д. 72 (ООО &quot;Европласт Декор&quot;) ";ул. Аделя Кутуя, д. 72;;;"ООО ""Европласт Декор""";Европласт Декор;"8432053005; 9874101414";5220454@mail.ru;3260
30785;Москва,  г. Красногорск, Лепнина (ИП Шаповалова) ;г. Красногорск, автодорога Балтия, стр. 1, пав. А-29;СтройДвор Петровский;;ИП Шаповалова;Лепнина;9031600741;89031600741@mail.ru;3109
32642;"Рыбинск, Декор-центр &quot;Арагон&quot; (ООО &quot;Феникс&quot;) ";ул. Суркова, д. 2, 1 этаж;ТЦ АКСОН;;"ООО ""Феникс""";"Декор-центр ""Арагон""";9612461428;aragon-rbk@mail.ru;6535
33204;"Москва, &amp;quot;Яуза&amp;quot; (ИП Амиршоева С.В.) ";МО, Осташковское шоссе, вл. 1Б, корпус 9, пав. 17 (1 этаж);"Стройдвор ""Яуза""";;ИП Амиршоева С.В.;"""Яуза""";"+7 (495) 642-56-77; +7 (926) 496-35-59";mirlepnina77@mail.ru;3109
33512;Якутск, ИП Васильева Е.В. ;ул. Чернышевского, д. 74, к.8, этаж 2, пав. 39, стенд 2;"ТЦ ""Азия""";;ИП Васильева Е.В.;;9142712777;Anturazh_ykt@mail.ru;3239
36086;"Курган, дизайн-студия &quot;ENTERIOR&quot; (ИП Ермаков С.В.) ";ул. Красина, д. 23 (1 этаж), образцы, инсталляция;"дизайн-студия ""ENTERIOR""";;ИП Ермаков С.В.;"дизайн-студия ""ENTERIOR""";"3522550949; 9125733178";enterior-design@mail.ru;3481
36607;Москва, Лепнина (ИП Григорян С.А.) ;"Солнечногорский район, дер. Брехово, Стройдвор ""БРЕХОВО"", Д10 Д11 Д47";"Стройдвор ""БРЕХОВО""";;ИП Григорян С.А.;Лепнина;"+7 (926) 274-31-77; +7 (925) 890-58-66";info@planeta-decora.ru;3109
36703;"Нефтеюганск, ООО &quot;Зеленый Дом&quot; ";улица Набережная, д. 7Г, 1 этаж;"""Зеленый Дом""";;"ООО ""Зеленый Дом""";"Салон ""Зеленый Дом""";"9224114811; 9224459333";green-dom@rambler.ru;6305
36880;"Ковров, ТВЦ &quot;Аладдин&quot; (И.П. Балакин А.В.) ";ул. Шмидта, д. 14, к.4, 1 этаж;торговый центр;;И.П. Балакин А.В.;"ТВЦ ""Аладдин""";"4923290600; 4997555227";info@planeta-decora.ru;3121
36882;"Муром, Магазин &quot;Товары для дома&quot; (ООО &quot;ВМС &quot;Колор&quot;) ";ул. Коммунистическая, д. 1;торговый центр;;"ООО ""ВМС ""Колор""";"Магазин ""Товары для дома""";"4923422760; 4923491804";wms08@mail.ru;36881
37685;"Москва, Шоу - рум мебели и декора &quot;Living&quot; (ООО Интердекор) ";Ленинградский пр-т, д. 30, стр.1, 1 этаж;"Шоу - рум мебели и декора ""Living""";"Шоу - рум находится рядом с театром ""Ромэн""";ООО Интердекор;"Шоу - рум мебели и декора ""Living""";"88005053698; 84956144592";sale@living.su;3109
39364;Краснодар, Лепнина Европласт  (Дом Декора (ООО «Дом Декора»)) ;г. Краснодар, улица Северная, д. 320, 1 этаж;;вход с ул. Северной;Дом Декора (ООО «Дом Декора»);Лепнина Европласт ;"+7 (962) 855-15-50; +7 (962) 855-03-39";salon1-krd@decorinfo.ru;3149
39374;"Липецк, Салон &quot;ART HOME&quot; (ИП Симушова) ";ул. Стаханова, д. 59, 1 этаж;"Салон ""ART HOME""";;ИП Симушова;"Салон ""ART HOME""";9192518563;sima2287@yandex.ru;3331
41166;"Новосибирск, DECOLE шоу-рум (ООО &amp;quot;ДЕКОЛЕ&amp;quot;) ";ул.Фабричная, д. 31, корпус 5;"Лофт-квартал ""Мельница"", Вход М-11";"отдельно стоящее здание справа от въезда в Лофт-квартал ""Мельница""";"ООО ""ДЕКОЛЕ""";DECOLE шоу-рум;"+7 (383) 359-60-40; +7 (383) 359-60-41";manager@evroplast-nsk.ru;3170
42162;"Сызрань, Бутик интерьера &quot;FORROOM&quot; (офис, склад) связка ";улица Ново-Садовая, д. 14а;;;ООО Форрум;офис FORROOM;8462409016;foroom@forroom.ru;42161
42584;Уфа, бутик Европласт (ТРК Радуга) ;Индустриальное шоссе, д. 44/1, 2 этаж, пав. 1, бутик  2- 22 Б;ТРК Радуга;;ИП Розет Э.Ф.;Бутик Европласт;"73472463167; 9272344082";rozetre@mail.ru;3223
42882;"Череповец, Салон &quot;Da Vinci&quot; (ИП Колодин И.Н.) ";ул. Ленинградская, 8;;;ИП Колодин И.Н.;"Салон ""Da Vinci""";"9211310436; 8202201112";salon_davinci@mail.ru ;3443
43927;Нур-Султан (Астана), Салон Премьера , TOO Evolution Technologies (Мангилик Ел, 24) ;пр.Мангилик Ел, д.24, корп.ВП6 ВП7 (1 этаж);"ЖК ""Авиценна 2""";возле отделения Сбербанка;TOO Evolution Technologies;Салон Премьера;"7014874731; 7172991700; 7781041881; 7475046424";ast.sales@premiera.kz;3342
45298;Алматы, Салон Премьера, ул. Кабдолова, 3 (TOO Evolution Technologies) ; ул.З.Кабдолова, д.1, блок 1, линия В, ряд 3, пав.1 (1 этаж);"Торговый комплекс ""Армада""";угол ул.Саина ;TOO Evolution Technologies;Салон Премьера;"7477567680; 7272273052";info@premiera.kz;3310
45299;Алматы, Салон Премьера, ул. Жибек Жолы, 135 (TOO Evolution Technologies) ;ул.Жибек Жолы, 135/10А, 1 этаж, бутик А23А;ТК Жибек Жолы;угол ул.Масанчи;TOO Evolution Technologies;Салон Премьера;"7471930174; 7273170977";info@premiera.kz;3310
46430;"Севастополь, салон Европласт (ООО &amp;quot;Элит Дом&amp;quot;) ";ул.Пожарова, д. 21, (ТЦ), 1 этаж;;нижняя парковка ТЦ;"ООО ""Элит Дом""";салон Европласт;+7 (978) 783-82-83;elitdom-crimea@yandex.ru;46432
46434;Симферополь, Европласт (ТЦ Seneha City) ;ул.Генерала Васильева, д. 43, (ТЦ), 2 этаж;;;ТЦ Seneha City;Европласт;+7 (978) 022-98-19;elitdom@ukr.net;6142
46487;Курск, Салон-магазин МастерДом (ИП Шаталова Т.Л.) ;Пр-т Кулакова, д. 26, 2 этаж;Торговый центр;;ИП Шаталова Т.Л.;Салон-магазин МастерДом;4712227827;masterdomkursk@yandex.ru;3154
48097;Москва, Лепнина интерьерная, фасадная (ИП Липадат С.Л.) ;Новорижское шоссе, 9-й км, ТК Петровский, пав. Д-23;ТК Петровский;;ИП Липадат С.Л.;Лепнина интерьерная, фасадная;"+7 (926) 425-66-37; +7 (926) 722-60-81";lipadat@mail.ru;3109
48099;Москва, Лепнина ТК Бессарабка (ИП Липадат) ;Московская обл., Павловская Слобода, улица Ленина, 76/2, пав. 19-21;ТК Бессарабка;;ИП Липадат;Лепнина;"9267226081; 9268397749";lipadat@mail.ru;3109
49066;"Пенза, м-н Центр Обоев (ИП Асаева Н.Е., ООО &amp;quot;ДЕКОР&amp;quot;) ";ул. Плеханова, д.14, этаж 1, ;Самостоятельные торговые точки;;"ИП Асаева Н.Е., ООО ""ДЕКОР""";м-н Центр Обоев;+7 (8412) 20-07-77;coevroplast@yandex.ru;3180
49261;Пермь, ИП Катаев А.А. ;ул. Н. Островского, 44а, 2-этаж;отдельно стоящее здание;а/заправка на ул. Тихой;ИП Катаев А.А.;ВИЗАРД;3422141400;plotnikov_wizard@mail.ru;3182
49775;Сочи, Dom&Decor (Дом Декора (ООО «Дом Декора»)) ;г. Сочи, ул. Пластунская , 29;ТЦ «ПАНОРАМА»;;Дом Декора (ООО «Дом Декора»);Dom&Decor;"+7 (967) 660-11-57; +7 (962) 858-16-41";salon-sochi@decorinfo.ru;3202
49776;Анапа, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9628581640; 9184490047";salon4@dom-decor.com;6157
49777;Армавир, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;3685
49778;Владикавказ, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9898017208; 9184490047";salon4@dom-decor.com;6681
49779;Геленджик, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9628581640; 9184490047";salon4@dom-decor.com;6679
49784;Ейск, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;47495
49787;Кропоткин, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;6159
49789;Майкоп, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;6561
49790;Нальчик, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9898017208; 9184490047";salon4@dom-decor.com;3258
49791;Новороссийск, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9628581640; 9184490047";salon4@dom-decor.com;6124
49792;Пятигорск, Dom&Decor (Дом Декора (ООО «Дом Декора»)) ;г. Пятигорск, ул. Ермолова, д. 22/1;;;Дом Декора (ООО «Дом Декора»);Dom&Decor;"+7 (962) 858-16-44; +7 (989) 801-72-08";;3733
49793;Туапсе, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;6759
49794;Черкесск, Dom&Decor (ИП Федоров В.А.) ;г.Краснодар, ул. Бабушкина, 285, центральный вход, 5 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9898017208; 9184490047";salon4@dom-decor.com;47496
50129;"Химки, ООО &quot;ГК РЕВАДО&quot;,  ООО &quot;РЕМОНТ ВАШЕГО ДОМА&quot; ";г. Химки, Вашутинское шоссе, владение 18А, павильон В13;Строительный рынок «Химкинский двор»;;"ООО ""ГК РЕВАДО"", ООО ""РЕМОНТ ВАШЕГО ДОМА""";РеВаДо;"4951206664; 4952498888";info@revado.ru;3109
52330;"Москва, Термокит (ООО&amp;quot;Термокит&amp;quot;) ";Дмитровское шоссе, д. 118, корп. 1, 1 этаж;"Торговый центр ""Мебель Сити""";;"ООО""Термокит""";Термокит;"+7 (499) 216-80-18; +7 (800) 775-14-11";opt@termokit.ru;3109
52539;"Великие Луки, Магазин-студия  (ООО &amp;quot;Эклектика Плюс&amp;quot; ) ";Октябрьский пр-т, д. 138;;;"ООО ""Эклектика Плюс"" ";Магазин-студия ;+7 (906) 224-85-79;eklektika-vl@yandex.ru;52538
52572;"г. Егорьевск, СР &quot;Хозяин&quot; (Компания &quot;Седьмое небо&quot; ИП Пулькин П.В.) ";г. Егорьевск,  ул. А.Невского, д. 2, пав. 70;"Строительный рынок ""Хозяин""";;"Компания ""Седьмое небо"" ИП Пулькин П.В.";"Строительный рынок ""Хозяин"" пав. 70";"9854591003; 9250502472";info@eu-kraski.ru;3109
52573;г. Коломна, Евро-Краски (И.П. Селифанова Е.В.) ;г. Коломна, Октябрьской революции, 387а, пав. 1;"Торговый Комплекс ""Коломенский Строитель""";;И.П. Селифанова Е.В.;Евро-Краски;"9175083050; 9261546125";info@eu-kraski.ru;3109
52575;Москва, Лепнина (ИП Григорян С.А.) ;г. Солнечногорск, ул. Красная, владение 1, пав. 11;"Торговый центр ""ПОСТРОЙКА""";;ИП Григорян С.А.;Лепнина;"+7 (926) 181-53-52; +7 (925) 931-54-55";info@planeta-decora.ru;3109
53162;"Салехард, ООО «Новый Рим» (Компания &quot;Арт Триумф&quot;) ";ул.Республики, д. 77, 1 этаж;"Интерьерный салон ""Арт Триумф""";;ООО «Новый Рим»;"Компания ""Арт Триумф""";"3492261971; 9028161971";rommus4371@mail.ru;53164
54367;Москва, Вывеска Лепнина (ИП Оленев А.Е.) ;г.Балашиха, Носовихинское шоссе, владение 4, линия 2, пав.19;"ТК ""Никольский Парк""";;ИП Оленев А.Е.;Вывеска Лепнина;"+7 (925) 843-28-10; +7 (926) 397-10-01";novokocino3.63@gmail.com;3109
54371;Москва, Лепнина (ИП Оленев А.Е.) ;Каширское шоссе, д. 1, Каширский двор 2, павильоны №8-12;Рынок Каширский Двор №2;;ИП Оленев А.Е.;Лепнина;"+7 (926) 341-96-47; +7 (925) 712-47-78";dolgushevanatalia@mail.ru;3109
56046;"Актау, Салон &quot;Real Decor&quot; (ИП Мамбеталина К.Б.) ";мкр.12, д.17, 1 этаж;Жилой дом;;ИП Мамбеталина К.Б.;"Салон ""Real Decor""";7012104222;region1@premiera.kz;3687
56899;"Москва, Лепнина (ООО &amp;quot;ПЛАНЕТА ДЕКОРА&amp;quot;) ";Московская область, г. Раменское, ул. Транспортный проезд, д. 1-Б;"Офис и склад на территории ТК ""Стройдвор""";Складской комплекс за автомойкой;"ООО ""ПЛАНЕТА ДЕКОРА""";Лепнина;"+7 (499) 755-52-27; +7 (800) 222-52-27";planeta-decora@mail.ru;3109
58799;"Новокузнецк,  магазин &quot;Ламинат-НК&quot; (ООО &quot;СКД плюс&quot;) ";проспект Строителей, д. 55а, этаж 1;"БЦ ""Новый офис""";;"ООО ""СКД""";"магазин ""Ламинат-НК""";3843460792;novoboi@yandex.ru;3696
58801;"Новокузнецк, дизайн-студия &quot;Zeta Style&quot; (ООО&quot;Зета-Стиль&quot;) ";пр-кт Н.С.Ермакова, д. 22, этаж 1;;;"ООО ""Зета-Стиль""";"дизайн-студия ""Zeta Style""";3843328727;zeta-style@mail.ru;3696
59643;Туймазы, магазин КЕРАМА МИКС (ИП Добрин Р.Е.) ;ул. Советская, д. 3, строение 5А, этаж 1 (стенд);;Автовокзал;ИП Добрин Р.Е.;магазин КЕРАМА МИКС;9174767707;r.dobrin2014@yandex.ru;59639
59710;Москва, ТК Мельница (ИП ОЛТУ И.В.) ;"МКАД, 41 км, Внешняя сторона, ТК ""МЕЛЬНИЦА"", павильон А12/8";;;ИП ОЛТУ И.В.;ТК Мельница;"+7 (495) 411-27-41; +7 (916) 942-13-22";igolt@mail.ru;3109
59713;Москва, ТК Молоток (ИП ОЛТУ И.В.) ;г. Подольск, проезд Авиаторов, 1, пав. А-32;"ТЦ ""МОЛОТОК 2""";;ИП ОЛТУ И.В.;ТК Молоток;"+7 (495) 411-27-41; +7 (916) 942-13-22";igolt@mail.ru;3109
59715;Москва, г. Люберцы, Строймаркет (ИП ОЛТУ И.В.) ;г.Люберцы, Новорязанское шоссе, 25-й километр, с16, пав. 27Б, 16Б;Строймаркет;;ИП ОЛТУ И.В.;27Б, 16Б;"4954112741; 9169421322";igolt@mail.ru;3109
63565;Московская обл, Новоивановское, МОЖАЙСКИЙ ДВОР (ООО ЕВРОДЕК) ;Московская обл., Можайское шоссе, рабочий посёлок Новоивановское, ул. Западная, с100, цокольный этаж, пав. D2;МОЖАЙСКИЙ ДВОР;;ООО ЕВРОДЕК;ЛЕПНИНА ;9263436082;lepno@mail.ru;3109
64755;"Лениногорск, Магазин &quot;Каскад&quot; (ИП Мягдеев М.Р.) ";ул. Чайковского, д. 1;Отдельно стоящее здание, магазин;;ИП Мягдеев Марат Равилевич;"Магазин ""Каскад""";8559525662;kaskad.dubochki@mail.ru;64754
